Initialize dataset with 532673 characters, 55 unique.
train.py:81: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-29 23:28] Train Step 0000/1000000, Epoch 0 Batch Size = 64, Examples/Sec = 804.79, Accuracy = 0.02, Loss = 4.032
[2019-11-29 23:41] Train Step 6080/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6852.04, Accuracy = 0.70, Loss = 0.967
[2019-11-29 23:41] Train Step 6085/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6844.00, Accuracy = 0.68, Loss = 0.952
[2019-11-29 23:41] Train Step 6090/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6727.71, Accuracy = 0.70, Loss = 0.919
[2019-11-29 23:41] Train Step 6095/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6802.03, Accuracy = 0.72, Loss = 0.905
[2019-11-29 23:41] Train Step 6100/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6803.76, Accuracy = 0.70, Loss = 0.915
GENERATED SENTENCE at step 6100 ------- nd. hansel soon became strange with his finger, an

[2019-11-29 23:41] Train Step 6105/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6934.70, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:41] Train Step 6110/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6979.24, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:41] Train Step 6115/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6954.11, Accuracy = 0.70, Loss = 0.934
[2019-11-29 23:41] Train Step 6120/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6887.20, Accuracy = 0.69, Loss = 0.968
[2019-11-29 23:41] Train Step 6125/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6960.60, Accuracy = 0.70, Loss = 0.954
[2019-11-29 23:41] Train Step 6130/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6948.17, Accuracy = 0.70, Loss = 0.910
[2019-11-29 23:41] Train Step 6135/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6944.39, Accuracy = 0.72, Loss = 0.910
[2019-11-29 23:41] Train Step 6140/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6974.70, Accuracy = 0.72, Loss = 0.895
[2019-11-29 23:41] Train Step 6145/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6717.94, Accuracy = 0.71, Loss = 0.893
[2019-11-29 23:41] Train Step 6150/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6626.73, Accuracy = 0.72, Loss = 0.888
[2019-11-29 23:41] Train Step 6155/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6761.09, Accuracy = 0.69, Loss = 0.972
[2019-11-29 23:41] Train Step 6160/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6857.11, Accuracy = 0.69, Loss = 0.985
[2019-11-29 23:41] Train Step 6165/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6842.43, Accuracy = 0.69, Loss = 0.961
[2019-11-29 23:41] Train Step 6170/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6845.75, Accuracy = 0.70, Loss = 0.912
[2019-11-29 23:41] Train Step 6175/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6876.44, Accuracy = 0.68, Loss = 0.986
[2019-11-29 23:41] Train Step 6180/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6773.37, Accuracy = 0.71, Loss = 0.905
[2019-11-29 23:41] Train Step 6185/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6759.04, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:41] Train Step 6190/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6735.47, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:41] Train Step 6195/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6774.91, Accuracy = 0.72, Loss = 0.879
[2019-11-29 23:41] Train Step 6200/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6813.26, Accuracy = 0.70, Loss = 0.956
GENERATED SENTENCE at step 6200 ------- d the tree to sleep. the second day, as he was to 

[2019-11-29 23:41] Train Step 6205/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6837.03, Accuracy = 0.71, Loss = 0.902
[2019-11-29 23:41] Train Step 6210/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6830.77, Accuracy = 0.70, Loss = 0.939
[2019-11-29 23:41] Train Step 6215/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6780.73, Accuracy = 0.69, Loss = 0.947
[2019-11-29 23:41] Train Step 6220/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6720.97, Accuracy = 0.70, Loss = 0.928
[2019-11-29 23:41] Train Step 6225/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6782.44, Accuracy = 0.69, Loss = 0.955
[2019-11-29 23:41] Train Step 6230/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6779.02, Accuracy = 0.71, Loss = 0.895
[2019-11-29 23:41] Train Step 6235/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6775.08, Accuracy = 0.70, Loss = 0.951
[2019-11-29 23:41] Train Step 6240/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6818.27, Accuracy = 0.70, Loss = 0.939
[2019-11-29 23:41] Train Step 6245/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6771.32, Accuracy = 0.72, Loss = 0.883
[2019-11-29 23:41] Train Step 6250/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6822.09, Accuracy = 0.72, Loss = 0.884
[2019-11-29 23:41] Train Step 6255/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6823.99, Accuracy = 0.69, Loss = 0.934
[2019-11-29 23:41] Train Step 6260/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6855.01, Accuracy = 0.70, Loss = 0.901
[2019-11-29 23:41] Train Step 6265/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6807.21, Accuracy = 0.70, Loss = 0.923
[2019-11-29 23:41] Train Step 6270/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6808.94, Accuracy = 0.72, Loss = 0.910
[2019-11-29 23:41] Train Step 6275/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6776.62, Accuracy = 0.69, Loss = 0.960
[2019-11-29 23:41] Train Step 6280/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6795.83, Accuracy = 0.71, Loss = 0.874
[2019-11-29 23:41] Train Step 6285/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6796.18, Accuracy = 0.71, Loss = 0.937
[2019-11-29 23:41] Train Step 6290/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6806.00, Accuracy = 0.73, Loss = 0.869
[2019-11-29 23:41] Train Step 6295/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6789.82, Accuracy = 0.69, Loss = 0.954
[2019-11-29 23:41] Train Step 6300/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6847.14, Accuracy = 0.71, Loss = 0.886
GENERATED SENTENCE at step 6300 ------- $1! hade--main with a needle, and said, i will tak

[2019-11-29 23:41] Train Step 6305/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6947.09, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:41] Train Step 6310/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6944.39, Accuracy = 0.70, Loss = 0.925
[2019-11-29 23:41] Train Step 6315/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6978.15, Accuracy = 0.70, Loss = 0.940
[2019-11-29 23:41] Train Step 6320/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6966.56, Accuracy = 0.70, Loss = 0.971
[2019-11-29 23:41] Train Step 6325/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6985.23, Accuracy = 0.71, Loss = 0.925
[2019-11-29 23:41] Train Step 6330/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7018.47, Accuracy = 0.71, Loss = 0.930
[2019-11-29 23:41] Train Step 6335/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7015.35, Accuracy = 0.69, Loss = 0.932
[2019-11-29 23:41] Train Step 6340/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6996.52, Accuracy = 0.71, Loss = 0.917
[2019-11-29 23:41] Train Step 6345/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6990.51, Accuracy = 0.71, Loss = 0.910
[2019-11-29 23:41] Train Step 6350/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7022.51, Accuracy = 0.70, Loss = 0.921
[2019-11-29 23:41] Train Step 6355/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6905.80, Accuracy = 0.71, Loss = 0.929
[2019-11-29 23:41] Train Step 6360/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6956.27, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:41] Train Step 6365/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6908.65, Accuracy = 0.70, Loss = 0.932
[2019-11-29 23:41] Train Step 6370/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6943.85, Accuracy = 0.70, Loss = 0.924
[2019-11-29 23:41] Train Step 6375/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6966.74, Accuracy = 0.68, Loss = 0.969
[2019-11-29 23:41] Train Step 6380/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6722.82, Accuracy = 0.69, Loss = 0.948
[2019-11-29 23:41] Train Step 6385/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6790.16, Accuracy = 0.71, Loss = 0.882
[2019-11-29 23:41] Train Step 6390/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6804.62, Accuracy = 0.70, Loss = 0.947
[2019-11-29 23:41] Train Step 6395/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6858.52, Accuracy = 0.71, Loss = 0.909
[2019-11-29 23:41] Train Step 6400/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6891.09, Accuracy = 0.72, Loss = 0.872
GENERATED SENTENCE at step 6400 ------- 25, and the sausage saw them all the work was all 

[2019-11-29 23:41] Train Step 6405/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6783.81, Accuracy = 0.69, Loss = 0.931
[2019-11-29 23:41] Train Step 6410/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6760.58, Accuracy = 0.70, Loss = 0.936
[2019-11-29 23:41] Train Step 6415/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6794.29, Accuracy = 0.70, Loss = 0.901
[2019-11-29 23:41] Train Step 6420/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6756.32, Accuracy = 0.71, Loss = 0.934
[2019-11-29 23:41] Train Step 6425/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6811.53, Accuracy = 0.69, Loss = 0.994
[2019-11-29 23:41] Train Step 6430/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6842.43, Accuracy = 0.69, Loss = 0.946
[2019-11-29 23:41] Train Step 6435/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6827.99, Accuracy = 0.69, Loss = 0.965
[2019-11-29 23:41] Train Step 6440/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6816.54, Accuracy = 0.68, Loss = 0.965
[2019-11-29 23:41] Train Step 6445/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6822.26, Accuracy = 0.72, Loss = 0.880
[2019-11-29 23:41] Train Step 6450/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6844.00, Accuracy = 0.69, Loss = 0.936
[2019-11-29 23:41] Train Step 6455/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6802.55, Accuracy = 0.71, Loss = 0.921
[2019-11-29 23:41] Train Step 6460/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6795.83, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:41] Train Step 6465/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6798.59, Accuracy = 0.69, Loss = 0.943
[2019-11-29 23:41] Train Step 6470/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6611.39, Accuracy = 0.69, Loss = 0.963
[2019-11-29 23:41] Train Step 6475/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6812.56, Accuracy = 0.69, Loss = 0.932
[2019-11-29 23:41] Train Step 6480/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6808.42, Accuracy = 0.70, Loss = 0.963
[2019-11-29 23:41] Train Step 6485/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6838.07, Accuracy = 0.71, Loss = 0.889
[2019-11-29 23:41] Train Step 6490/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6826.08, Accuracy = 0.71, Loss = 0.912
[2019-11-29 23:41] Train Step 6495/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6850.81, Accuracy = 0.71, Loss = 0.929
[2019-11-29 23:41] Train Step 6500/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6864.13, Accuracy = 0.70, Loss = 0.934
GENERATED SENTENCE at step 6500 ------- 3, that the work was all straw into the wood, and 

[2019-11-29 23:42] Train Step 6505/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6745.12, Accuracy = 0.70, Loss = 0.945
[2019-11-29 23:42] Train Step 6510/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6779.70, Accuracy = 0.72, Loss = 0.912
[2019-11-29 23:42] Train Step 6515/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6817.93, Accuracy = 0.68, Loss = 0.951
[2019-11-29 23:42] Train Step 6520/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6827.99, Accuracy = 0.71, Loss = 0.933
[2019-11-29 23:42] Train Step 6525/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6848.19, Accuracy = 0.68, Loss = 0.965
[2019-11-29 23:42] Train Step 6530/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6863.78, Accuracy = 0.69, Loss = 0.928
[2019-11-29 23:42] Train Step 6535/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6866.41, Accuracy = 0.71, Loss = 0.901
[2019-11-29 23:42] Train Step 6540/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6823.99, Accuracy = 0.71, Loss = 0.908
[2019-11-29 23:42] Train Step 6545/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6676.67, Accuracy = 0.72, Loss = 0.890
[2019-11-29 23:42] Train Step 6550/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6781.58, Accuracy = 0.71, Loss = 0.946
[2019-11-29 23:42] Train Step 6555/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6759.21, Accuracy = 0.70, Loss = 0.936
[2019-11-29 23:42] Train Step 6560/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6798.93, Accuracy = 0.69, Loss = 0.936
[2019-11-29 23:42] Train Step 6565/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6802.90, Accuracy = 0.71, Loss = 0.927
[2019-11-29 23:42] Train Step 6570/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6849.94, Accuracy = 0.68, Loss = 0.983
[2019-11-29 23:42] Train Step 6575/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6871.68, Accuracy = 0.71, Loss = 0.935
[2019-11-29 23:42] Train Step 6580/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6828.68, Accuracy = 0.70, Loss = 0.927
[2019-11-29 23:42] Train Step 6585/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6887.20, Accuracy = 0.69, Loss = 0.923
[2019-11-29 23:42] Train Step 6590/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6750.89, Accuracy = 0.72, Loss = 0.874
[2019-11-29 23:42] Train Step 6595/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6751.56, Accuracy = 0.69, Loss = 0.944
[2019-11-29 23:42] Train Step 6600/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6789.13, Accuracy = 0.69, Loss = 0.963
GENERATED SENTENCE at step 6600 ------- inies and the shoemaker the wolf, and said: i wish

[2019-11-29 23:42] Train Step 6605/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6792.91, Accuracy = 0.71, Loss = 0.906
[2019-11-29 23:42] Train Step 6610/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6803.24, Accuracy = 0.72, Loss = 0.889
[2019-11-29 23:42] Train Step 6615/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6829.03, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:42] Train Step 6620/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6790.51, Accuracy = 0.70, Loss = 0.960
[2019-11-29 23:42] Train Step 6625/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6761.26, Accuracy = 0.70, Loss = 0.940
[2019-11-29 23:42] Train Step 6630/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6729.39, Accuracy = 0.69, Loss = 0.951
[2019-11-29 23:42] Train Step 6635/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6785.01, Accuracy = 0.70, Loss = 0.932
[2019-11-29 23:42] Train Step 6640/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6776.28, Accuracy = 0.71, Loss = 0.923
[2019-11-29 23:42] Train Step 6645/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6746.30, Accuracy = 0.71, Loss = 0.923
[2019-11-29 23:42] Train Step 6650/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6824.34, Accuracy = 0.70, Loss = 0.941
[2019-11-29 23:42] Train Step 6655/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6810.32, Accuracy = 0.69, Loss = 0.946
[2019-11-29 23:42] Train Step 6660/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6851.34, Accuracy = 0.70, Loss = 0.940
[2019-11-29 23:42] Train Step 6665/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6882.61, Accuracy = 0.70, Loss = 0.919
[2019-11-29 23:42] Train Step 6670/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6822.61, Accuracy = 0.69, Loss = 0.958
[2019-11-29 23:42] Train Step 6675/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6773.20, Accuracy = 0.70, Loss = 0.916
[2019-11-29 23:42] Train Step 6680/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6777.99, Accuracy = 0.70, Loss = 0.934
[2019-11-29 23:42] Train Step 6685/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6820.87, Accuracy = 0.73, Loss = 0.882
[2019-11-29 23:42] Train Step 6690/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6770.12, Accuracy = 0.69, Loss = 0.955
[2019-11-29 23:42] Train Step 6695/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6767.56, Accuracy = 0.71, Loss = 0.910
[2019-11-29 23:42] Train Step 6700/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6865.18, Accuracy = 0.70, Loss = 0.922
GENERATED SENTENCE at step 6700 ------- 2536! the mother said: i have to go into the castl

[2019-11-29 23:42] Train Step 6705/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6912.56, Accuracy = 0.72, Loss = 0.876
[2019-11-29 23:42] Train Step 6710/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6860.97, Accuracy = 0.70, Loss = 0.930
[2019-11-29 23:42] Train Step 6715/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6935.96, Accuracy = 0.72, Loss = 0.893
[2019-11-29 23:42] Train Step 6720/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6896.58, Accuracy = 0.69, Loss = 0.956
[2019-11-29 23:42] Train Step 6725/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6963.67, Accuracy = 0.69, Loss = 0.930
[2019-11-29 23:42] Train Step 6730/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6989.05, Accuracy = 0.71, Loss = 0.940
[2019-11-29 23:42] Train Step 6735/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7008.94, Accuracy = 0.70, Loss = 0.923
[2019-11-29 23:42] Train Step 6740/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7021.22, Accuracy = 0.70, Loss = 0.927
[2019-11-29 23:42] Train Step 6745/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7013.70, Accuracy = 0.71, Loss = 0.932
[2019-11-29 23:42] Train Step 6750/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 7056.85, Accuracy = 0.70, Loss = 0.950
[2019-11-29 23:42] Train Step 6755/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6801.00, Accuracy = 0.70, Loss = 0.953
[2019-11-29 23:42] Train Step 6760/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6759.04, Accuracy = 0.72, Loss = 0.881
[2019-11-29 23:42] Train Step 6765/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6803.07, Accuracy = 0.70, Loss = 0.931
[2019-11-29 23:42] Train Step 6770/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6769.10, Accuracy = 0.69, Loss = 0.945
[2019-11-29 23:42] Train Step 6775/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6713.40, Accuracy = 0.72, Loss = 0.897
[2019-11-29 23:42] Train Step 6780/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6794.97, Accuracy = 0.69, Loss = 0.947
[2019-11-29 23:42] Train Step 6785/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6826.94, Accuracy = 0.71, Loss = 0.914
[2019-11-29 23:42] Train Step 6790/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6684.15, Accuracy = 0.70, Loss = 0.902
[2019-11-29 23:42] Train Step 6795/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6842.08, Accuracy = 0.74, Loss = 0.851
[2019-11-29 23:42] Train Step 6800/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6805.66, Accuracy = 0.69, Loss = 0.912
GENERATED SENTENCE at step 6800 ------- 0 paragraph 1.e.8. 1.b. project gutenberg-tm elect

[2019-11-29 23:42] Train Step 6805/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6820.87, Accuracy = 0.70, Loss = 0.935
[2019-11-29 23:42] Train Step 6810/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6804.45, Accuracy = 0.70, Loss = 0.895
[2019-11-29 23:42] Train Step 6815/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6855.19, Accuracy = 0.69, Loss = 0.959
[2019-11-29 23:42] Train Step 6820/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6854.14, Accuracy = 0.69, Loss = 0.936
[2019-11-29 23:42] Train Step 6825/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6874.15, Accuracy = 0.72, Loss = 0.908
[2019-11-29 23:42] Train Step 6830/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6819.31, Accuracy = 0.69, Loss = 0.981
[2019-11-29 23:42] Train Step 6835/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6781.58, Accuracy = 0.69, Loss = 0.945
[2019-11-29 23:42] Train Step 6840/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6818.45, Accuracy = 0.71, Loss = 0.919
[2019-11-29 23:42] Train Step 6845/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6795.15, Accuracy = 0.70, Loss = 0.948
[2019-11-29 23:42] Train Step 6850/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6809.45, Accuracy = 0.70, Loss = 0.914
[2019-11-29 23:42] Train Step 6855/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6769.95, Accuracy = 0.71, Loss = 0.935
[2019-11-29 23:42] Train Step 6860/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6863.43, Accuracy = 0.70, Loss = 0.943
[2019-11-29 23:42] Train Step 6865/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6868.69, Accuracy = 0.69, Loss = 0.956
[2019-11-29 23:42] Train Step 6870/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6863.78, Accuracy = 0.71, Loss = 0.908
[2019-11-29 23:42] Train Step 6875/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6796.35, Accuracy = 0.70, Loss = 0.934
[2019-11-29 23:42] Train Step 6880/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6724.34, Accuracy = 0.70, Loss = 0.954
[2019-11-29 23:42] Train Step 6885/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6784.84, Accuracy = 0.71, Loss = 0.935
[2019-11-29 23:42] Train Step 6890/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6775.76, Accuracy = 0.70, Loss = 0.953
[2019-11-29 23:42] Train Step 6895/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6834.24, Accuracy = 0.70, Loss = 0.962
[2019-11-29 23:42] Train Step 6900/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6843.48, Accuracy = 0.72, Loss = 0.916
GENERATED SENTENCE at step 6900 ------- /paned, who is fairest, tell me, glass, tell me tr

[2019-11-29 23:42] Train Step 6905/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6765.35, Accuracy = 0.69, Loss = 0.939
[2019-11-29 23:42] Train Step 6910/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6824.69, Accuracy = 0.70, Loss = 0.950
[2019-11-29 23:42] Train Step 6915/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6858.52, Accuracy = 0.71, Loss = 0.956
[2019-11-29 23:42] Train Step 6920/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6794.63, Accuracy = 0.72, Loss = 0.916
[2019-11-29 23:42] Train Step 6925/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6790.85, Accuracy = 0.70, Loss = 0.940
[2019-11-29 23:42] Train Step 6930/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6731.25, Accuracy = 0.70, Loss = 0.902
[2019-11-29 23:42] Train Step 6935/1000000, Epoch 7 Batch Size = 64, Examples/Sec = 6781.07, Accuracy = 0.72, Loss = 0.917
